"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.548768915E0,5.279213190E-3,4.708468914E-3,-1.670455933E-2
3.558809144E0,1.384882629E-2,-2.292567492E-2,-5.167961121E-3
3.568849373E0,2.678518370E-2,-2.172887325E-2,4.229068756E-2
3.578889602E0,5.707107484E-3,-1.426398754E-3,8.016967773E-2
3.588929831E0,1.075275242E-2,1.341593266E-2,1.395502090E-1
3.598970061E0,-1.746702939E-2,3.681856394E-2,8.394432068E-2
3.609010291E0,1.114284992E-2,3.287392855E-2,2.827072144E-2
3.619050520E0,3.170377016E-2,-2.631479502E-2,-5.614471436E-2
3.629121267E0,2.765678987E-2,-5.591040850E-2,-5.669975281E-2
3.639161496E0,4.048314318E-2,-3.489416838E-2,3.375530243E-2
3.649201725E0,5.773641914E-2,1.690506935E-2,1.361608505E-1
3.659241954E0,7.904388756E-2,3.180587292E-2,1.882266998E-1
3.669282184E0,4.115768895E-2,4.315179586E-2,1.684064865E-1
3.679322414E0,4.081862420E-2,8.771127462E-2,1.460304260E-1
3.689362643E0,-3.895532340E-3,8.644133806E-2,1.883010864E-1
3.699402872E0,3.227641433E-2,7.137250900E-2,1.731605530E-1
3.709443101E0,1.426606253E-2,8.224886656E-2,1.604118347E-1
3.719513848E0,2.687748522E-2,1.199340224E-1,1.140508652E-1
3.729554077E0,-2.413739264E-2,6.563162804E-2,1.660900116E-1
3.739594307E0,-2.466659993E-3,6.804469228E-2,2.780904770E-1
3.749634536E0,1.117408276E-3,9.700548649E-2,3.829355240E-1
3.759674766E0,-3.774061054E-2,1.175946295E-1,4.377050400E-1
3.769714995E0,-2.811343595E-2,1.121753156E-1,4.494037628E-1
3.779755224E0,-3.465808928E-2,1.082896888E-1,3.509311676E-1
3.789795454E0,-1.220022887E-2,9.696689248E-2,1.689023972E-1
