"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.914221723E0,-2.801215947E-1,-4.165911078E-1,9.576807022E0
3.924292469E0,-2.777273953E-1,-4.189853072E-1,9.722852707E0
3.934332697E0,-2.753331959E-1,-4.213795066E-1,9.962273598E0
3.944403443E0,-2.585737705E-1,-3.734954596E-1,1.020887566E1
3.954443672E0,-2.801215947E-1,-3.256114423E-1,1.025436592E1
3.964514418E0,-2.801215947E-1,-2.729389966E-1,1.017056847E1
3.974554646E0,-2.729389966E-1,-2.346317619E-1,1.002212811E1
3.984625392E0,-3.136404157E-1,-2.274491638E-1,9.873687744E0
3.994665620E0,-3.256114423E-1,-1.915361285E-1,9.823410034E0
4.004705849E0,-3.208230138E-1,-1.915361285E-1,9.787496567E0
4.014776595E0,-3.064578176E-1,-1.699883193E-1,9.801861763E0
4.024816824E0,-2.681505978E-1,-1.364694983E-1,9.806650162E0
4.034887569E0,-2.537853718E-1,-1.316810995E-1,9.794678688E0
4.044927798E0,-2.585737705E-1,-1.436520964E-1,9.842563629E0
4.054998543E0,-2.705447972E-1,-1.747767180E-1,9.880870819E0
4.065038772E0,-2.346317619E-1,-2.035071403E-1,9.890447617E0
4.075079001E0,-2.370259613E-1,-2.130839527E-1,9.883264542E0
4.085149747E0,-2.418143749E-1,-2.035071403E-1,9.888052940E0
4.095189975E0,-2.729389966E-1,-1.891419291E-1,9.895236015E0
4.105260721E0,-2.896983922E-1,-2.106897533E-1,9.907206535E0
4.115300949E0,-3.064578176E-1,-1.771709323E-1,9.916783333E0
4.125371695E0,-3.064578176E-1,-1.747767180E-1,9.880870819E0
4.135411923E0,-2.873041928E-1,-1.747767180E-1,9.907206535E0
4.145452152E0,-2.896983922E-1,-1.651999205E-1,9.856928825E0
4.155522898E0,-2.825157940E-1,-1.460463107E-1,9.813833237E0
4.165563126E0,-2.753331959E-1,-1.412578970E-1,9.816226959E0
4.175633872E0,-2.633621991E-1,-1.340752989E-1,9.849745750E0
4.185674100E0,-3.112462163E-1,-1.316810995E-1,9.909601212E0
4.195744846E0,-2.920926213E-1,-1.149216816E-1,9.921571732E0
4.205785075E0,-2.537853718E-1,-9.337386489E-2,1.006282997E1
4.215855821E0,-2.849099934E-1,-8.140286058E-2,9.907206535E0
4.225896049E0,-2.322375625E-1,-8.619125932E-2,1.000058079E1
4.235966795E0,-2.944868207E-1,-8.858546615E-2,9.935936928E0
4.246007023E0,-2.513911724E-1,-7.661445439E-2,9.933543205E0
4.256047251E0,-2.873041928E-1,-4.309562966E-2,9.988609314E0
4.266117997E0,-3.303998411E-1,-1.915361360E-2,9.909601212E0
4.276158226E0,-2.849099934E-1,-1.675941236E-2,1.000297451E1
4.286228972E0,-2.801215947E-1,-5.746084079E-2,9.919178009E0
4.296269200E0,-2.585737705E-1,-5.506663769E-2,9.967061996E0
4.306339946E0,-2.729389966E-1,-8.379705995E-2,9.940725327E0
4.316380174E0,-2.849099934E-1,-8.619125932E-2,9.880870819E0
4.326450920E0,-2.944868207E-1,-1.244984865E-1,9.885659218E0
4.336491149E0,-3.208230138E-1,-1.532289088E-1,9.868899345E0
4.346561895E0,-3.639186621E-1,-1.915361285E-1,9.873687744E0
4.356602123E0,-3.567360640E-1,-2.059013397E-1,9.926360130E0
4.366642351E0,-3.519476354E-1,-2.561795712E-1,9.957485199E0
4.376713097E0,-3.758896589E-1,-2.944868207E-1,9.904812813E0
4.386753325E0,-3.830722570E-1,-3.758896589E-1,9.799467087E0
4.396824071E0,-3.543418646E-1,-4.213795066E-1,9.672574997E0
4.406864300E0,-4.501099288E-1,-4.788403511E-1,9.591172218E0
4.416935046E0,-3.064578176E-1,-5.865794420E-1,9.461885452E0
4.426975274E0,-3.854664862E-1,-6.248866320E-1,9.617507935E0
4.437015502E0,-3.734954596E-1,-6.200982332E-1,9.813833237E0
4.447086248E0,-3.663128614E-1,-5.841852427E-1,1.006043530E1
4.457126477E0,-3.902548850E-1,-5.865794420E-1,1.017535686E1
4.467197223E0,-3.974374831E-1,-6.033388376E-1,1.014902115E1
4.477237451E0,-4.118026793E-1,-6.368576288E-1,1.000536919E1
4.487308197E0,-3.830722570E-1,-6.799532771E-1,9.821015358E0
4.497348425E0,-3.974374831E-1,-7.230489254E-1,9.710882187E0
4.507419171E0,-3.758896589E-1,-7.589619160E-1,9.775525093E0
4.517459399E0,-3.878606856E-1,-6.919242740E-1,9.804255486E0
4.527499628E0,-4.932055473E-1,-6.919242740E-1,1.009634876E1
4.537570374E0,-3.208230138E-1,-6.416460276E-1,1.007480049E1
4.547610602E0,-3.663128614E-1,-6.488286853E-1,9.945513725E0
4.557681348E0,-3.926490843E-1,-6.416460276E-1,9.890447617E0
4.567721576E0,-4.668693244E-1,-6.847416759E-1,9.844957352E0
4.577792322E0,-4.094084799E-1,-7.445967197E-1,9.799467087E0
4.587832551E0,-4.285621047E-1,-7.972691655E-1,9.789890289E0
4.597903297E0,-4.453215301E-1,-8.379706144E-1,9.773131371E0
4.607943525E0,-4.022258818E-1,-8.619126081E-1,9.914389610E0
4.618014271E0,-4.118026793E-1,-8.738836050E-1,1.005085850E1
4.628054499E0,-3.878606856E-1,-9.337386489E-1,9.955090523E0
4.638125245E0,-4.237737060E-1,-9.864110947E-1,9.742006302E0
4.648165473E0,-4.237737060E-1,-1.015141487E0,9.651026726E0
4.658236220E0,-4.381389022E-1,-1.091755986E0,9.639056206E0
4.668276448E0,-4.453215301E-1,-1.154005170E0,9.670180321E0
4.678347194E0,-4.788403511E-1,-1.206677675E0,9.840168953E0
4.688387422E0,-4.477157295E-1,-1.233013868E0,9.938331604E0
4.698458168E0,-4.740519226E-1,-1.266532660E0,9.979032516E0
4.708498396E0,-4.692635238E-1,-1.292868972E0,9.888052940E0
4.718569142E0,-4.692635238E-1,-1.328781962E0,9.770736694E0
4.728609371E0,-4.070142806E-1,-1.412579060E0,9.734824181E0
4.738680117E0,-3.758896589E-1,-1.453280449E0,9.677363396E0
4.748720345E0,-4.333505034E-1,-1.501164436E0,9.682151794E0
4.758791091E0,-4.213795066E-1,-1.534683347E0,9.809044838E0
4.768831319E0,-4.908113480E-1,-1.525106430E0,9.909601212E0
4.778902065E0,-4.501099288E-1,-1.486799240E0,9.935936928E0
4.788942294E0,-4.932055473E-1,-1.462857246E0,9.916783333E0
4.799013040E0,-5.243301988E-1,-1.460463047E0,9.840168953E0
4.809053268E0,-5.147533417E-1,-1.462857246E0,9.773131371E0
4.819093496E0,-5.746083856E-1,-1.450886250E0,9.725247383E0
4.829164242E0,-5.027823448E-1,-1.436521053E0,9.749189377E0
4.839204470E0,-5.339069963E-1,-1.472434044E0,9.773131371E0
4.849275216E0,-4.836287498E-1,-1.486799240E0,9.861717224E0
4.859345962E0,-5.123591423E-1,-1.479616642E0,9.871294022E0
4.869386191E0,-5.554547906E-1,-1.493981838E0,9.840168953E0
4.879456937E0,-5.267243981E-1,-1.501164436E0,9.809044838E0
4.889497165E0,-5.291185975E-1,-1.584961534E0,9.722852707E0
4.899567911E0,-5.410895944E-1,-1.649604917E0,9.696516991E0
4.909608139E0,-4.692635238E-1,-1.656787634E0,9.677363396E0
4.919678885E0,-4.716577232E-1,-1.683123827E0,9.670180321E0
4.929719114E0,-4.979939461E-1,-1.747767210E0,9.725247383E0
4.939789860E0,-5.027823448E-1,-1.742978811E0,9.708487511E0
4.949830088E0,-5.123591423E-1,-1.731007814E0,9.682151794E0
4.959900834E0,-5.051765442E-1,-1.750161409E0,9.679757118E0
4.969941062E0,-4.932055473E-1,-1.769315004E0,9.751583099E0
4.980011808E0,-4.884171486E-1,-1.836352706E0,9.816226959E0
4.990052036E0,-4.979939461E-1,-1.869871497E0,9.785101891E0
5.000122783E0,-5.003881454E-1,-1.898601890E0,9.739612579E0
5.010163011E0,-5.075707436E-1,-1.922544003E0,9.773131371E0
5.020233757E0,-4.979939461E-1,-1.946485996E0,9.720458984E0
5.030273985E0,-5.147533417E-1,-1.965639591E0,9.670180321E0
5.040344731E0,-5.075707436E-1,-1.968033791E0,9.624691010E0
5.050415477E0,-4.788403511E-1,-1.958456993E0,9.593565941E0
5.060455705E0,-4.884171486E-1,-1.970427990E0,9.588777542E0
5.070526452E0,-5.291185975E-1,-2.001552582E0,9.655815125E0
5.080566680E0,-5.171475410E-1,-2.059013367E0,9.727641106E0
5.090637426E0,-5.315127969E-1,-2.080561161E0,9.727641106E0
5.100677654E0,-5.243301988E-1,-2.116474390E0,9.660603523E0
5.110748400E0,-4.908113480E-1,-2.121262789E0,9.612719536E0
5.120819145E0,-5.315127969E-1,-2.123656988E0,9.579200745E0
5.130859374E0,-5.267243981E-1,-2.142810583E0,9.555258751E0
5.140930119E0,-5.147533417E-1,-2.161964178E0,9.569623947E0
5.150970349E0,-5.171475410E-1,-2.166752577E0,9.667786598E0
5.161041094E0,-5.099649429E-1,-2.193088770E0,9.787496567E0
5.171081323E0,-5.099649429E-1,-2.195482969E0,9.773131371E0
5.181152068E0,-4.884171486E-1,-2.171540976E0,9.670180321E0
5.191222814E0,-5.602431893E-1,-2.183511972E0,9.495404243E0
5.201263042E0,-5.099649429E-1,-2.209848166E0,9.428366661E0
5.211333788E0,-5.386953950E-1,-2.226607561E0,9.478644371E0
5.221374017E0,-4.908113480E-1,-2.252943754E0,9.569623947E0
5.231444763E0,-4.525041282E-1,-2.331952572E0,9.744400978E0
5.241515509E0,-4.932055473E-1,-2.372653961E0,9.713275909E0
5.251555737E0,-4.333505034E-1,-2.415749550E0,9.672574997E0
5.261626483E0,-5.003881454E-1,-2.391807556E0,9.718064308E0
5.271666711E0,-4.979939461E-1,-2.396595955E0,9.718064308E0
5.281737457E0,-5.003881454E-1,-2.415749550E0,9.651026726E0
5.291777686E0,-4.620809257E-1,-2.422932148E0,9.380482674E0
5.301848432E0,-5.051765442E-1,-2.437297344E0,9.306262016E0
5.311919178E0,-4.692635238E-1,-2.463633537E0,9.416395187E0
5.321959406E0,-5.315127969E-1,-2.480392933E0,9.598354340E0
5.332030152E0,-5.386953950E-1,-2.454056740E0,9.689333916E0
5.342070380E0,-4.740519226E-1,-2.430114746E0,9.799467087E0
5.352141126E0,-4.836287498E-1,-2.437297344E0,9.789890289E0
5.362181355E0,-5.195417404E-1,-2.473210335E0,9.698910713E0
5.372252101E0,-5.243301988E-1,-2.475604534E0,9.579200745E0
5.382292329E0,-5.267243981E-1,-2.494758129E0,9.524134636E0
5.392363075E0,-4.860229492E-1,-2.513911724E0,9.519346237E0
5.402403303E0,-4.979939461E-1,-2.554613113E0,9.497797966E0
5.412474049E0,-5.027823448E-1,-2.564189911E0,9.536105156E0
5.422514277E0,-5.243301988E-1,-2.523488522E0,9.552865028E0
5.432585023E0,-5.363011956E-1,-2.523488522E0,9.550470352E0
5.442625252E0,-5.482721925E-1,-2.547430515E0,9.576807022E0
5.452695997E0,-5.339069963E-1,-2.595314741E0,9.598354340E0
5.462736226E0,-5.530605912E-1,-2.674323320E0,9.648633003E0
5.472806971E0,-5.410895944E-1,-2.717418909E0,9.588777542E0
5.482847200E0,-5.027823448E-1,-2.772485495E0,9.507374763E0
5.492917945E0,-5.195417404E-1,-2.770091295E0,9.397241592E0
5.502988691E0,-5.051765442E-1,-2.808398485E0,9.366117477E0
5.513028920E0,-5.027823448E-1,-2.815581083E0,9.409213066E0
5.523069149E0,-5.099649429E-1,-2.858676910E0,9.466673851E0
5.533139894E0,-5.171475410E-1,-2.887407303E0,9.493009567E0
5.543210640E0,-5.339069963E-1,-2.901772499E0,9.476250648E0
5.553250868E0,-4.979939461E-1,-2.863465309E0,9.461885452E0
5.563321614E0,-4.740519226E-1,-2.827552319E0,9.449913979E0
5.573361843E0,-4.740519226E-1,-2.782062292E0,9.457097054E0
5.583432589E0,-5.027823448E-1,-2.772485495E0,9.473855972E0
5.593472817E0,-5.027823448E-1,-2.806004286E0,9.569623947E0
5.603543563E0,-5.075707436E-1,-2.829946518E0,9.533711433E0
5.613583791E0,-4.884171486E-1,-2.839523315E0,9.440337181E0
5.623654537E0,-4.932055473E-1,-2.839523315E0,9.387664795E0
5.633694765E0,-5.123591423E-1,-2.851494312E0,9.461885452E0
5.643765512E0,-5.051765442E-1,-2.863465309E0,9.595960617E0
5.653805740E0,-5.243301988E-1,-2.861071110E0,9.545681953E0
5.663876486E0,-5.195417404E-1,-2.889801502E0,9.404424667E0
5.673947232E0,-5.386953950E-1,-2.901772499E0,9.344569206E0
5.683987460E0,-5.195417404E-1,-2.911349297E0,9.536105156E0
5.694058206E0,-5.195417404E-1,-2.920926094E0,9.713275909E0
5.704098434E0,-5.123591423E-1,-2.968810081E0,9.684545517E0
5.714169180E0,-5.243301988E-1,-2.999934673E0,9.473855972E0
5.724209409E0,-4.908113480E-1,-3.021482468E0,9.203310966E0
5.734249637E0,-5.027823448E-1,-2.997540474E0,9.124302864E0
5.744320383E0,-5.147533417E-1,-3.016694069E0,9.241618156E0
5.754360611E0,-5.554547906E-1,-3.047818661E0,9.464279175E0
5.764431357E0,-5.243301988E-1,-3.062183857E0,9.548076630E0
5.774471586E0,-5.075707436E-1,-3.062183857E0,9.454702377E0
5.784542332E0,-5.003881454E-1,-3.062183857E0,9.308655739E0
5.794582560E0,-5.003881454E-1,-3.052607059E0,9.200917244E0
5.804653306E0,-5.075707436E-1,-3.059789658E0,9.220070839E0
5.814693534E0,-5.123591423E-1,-3.066972494E0,9.279925346E0
5.824764280E0,-4.788403511E-1,-3.095702887E0,9.440337181E0
5.834804508E0,-5.171475410E-1,-3.093308687E0,9.445125580E0
5.844875254E0,-4.668693244E-1,-3.062183857E0,9.402029991E0
5.854946001E0,-5.339069963E-1,-3.002328873E0,9.478644371E0
5.864986229E0,-5.267243981E-1,-2.964021683E0,9.399636269E0
5.875056975E0,-5.051765442E-1,-2.964021683E0,9.318233490E0
5.885097203E0,-4.716577232E-1,-2.987963676E0,9.267954826E0
5.895167949E0,-4.477157295E-1,-2.997540474E0,9.301473618E0
5.905208177E0,-4.836287498E-1,-2.978386879E0,9.560047150E0
5.915278923E0,-5.219359994E-1,-2.959233284E0,9.629479408E0
5.925319152E0,-5.219359994E-1,-2.925714493E0,9.490615845E0
5.935389898E0,-3.998316824E-1,-2.870647907E0,9.263166428E0
5.945430126E0,-3.567360640E-1,-2.856282711E0,9.169792175E0
5.955500872E0,-3.902548850E-1,-2.829946518E0,9.234436035E0
5.965541100E0,-4.285621047E-1,-2.798821688E0,9.454702377E0
5.975611846E0,-4.141969085E-1,-2.791639090E0,9.696516991E0
5.985652075E0,-3.974374831E-1,-2.772485495E0,9.861717224E0
5.995722821E0,-4.309563041E-1,-2.731784105E0,9.866505623E0
6.005763049E0,-4.429273009E-1,-2.705447912E0,9.672574997E0
6.015833795E0,-4.237737060E-1,-2.643198729E0,9.495404243E0
6.025874023E0,-4.213795066E-1,-2.621650934E0,9.318233490E0
6.035944769E0,-3.878606856E-1,-2.631227732E0,9.289502144E0
6.045984997E0,-3.830722570E-1,-2.628833532E0,9.320627213E0
6.056055744E0,-3.854664862E-1,-2.662352324E0,9.380482674E0
6.066095972E0,-3.687070608E-1,-2.659958124E0,9.579200745E0
6.076166718E0,-4.429273009E-1,-2.650381327E0,9.639056206E0
6.086206946E0,-4.357447028E-1,-2.628833532E0,9.581595421E0
6.096277692E0,-4.141969085E-1,-2.638410330E0,9.550470352E0
6.106317920E0,-4.381389022E-1,-2.604891539E0,9.509769440E0
6.116388666E0,-3.950432837E-1,-2.588132143E0,9.528923035E0
6.126428895E0,-3.926490843E-1,-2.600103140E0,9.572018623E0
6.136499641E0,-3.734954596E-1,-2.576161146E0,9.639056206E0
6.146539869E0,-3.687070608E-1,-2.523488522E0,9.651026726E0
6.156610615E0,-3.303998411E-1,-2.494758129E0,9.634267807E0
6.166650843E0,-3.639186621E-1,-2.475604534E0,9.634267807E0
6.176721588E0,-3.423708379E-1,-2.475604534E0,9.533711433E0
6.186761818E0,-3.208230138E-1,-2.420537949E0,9.524134636E0
6.196832563E0,-3.495534360E-1,-2.384624958E0,9.416395187E0
6.206872792E0,-2.968810201E-1,-2.346317768E0,9.495404243E0
6.216943537E0,-3.351882398E-1,-2.315192938E0,9.598354340E0
6.226983766E0,-3.112462163E-1,-2.264914751E0,9.653421402E0
6.237054511E0,-3.160346150E-1,-2.248155355E0,9.813833237E0
6.247094740E0,-3.136404157E-1,-2.166752577E0,9.835380554E0
6.257165485E0,-2.920926213E-1,-2.138022184E0,9.866505623E0
6.267205715E0,-3.687070608E-1,-2.075772762E0,9.744400978E0
6.277276460E0,-3.160346150E-1,-2.066195965E0,9.528923035E0
6.287316689E0,-3.160346150E-1,-2.042253971E0,9.555258751E0
6.297387434E0,-3.160346150E-1,-2.006340981E0,9.591172218E0
6.307427663E0,-3.160346150E-1,-1.996764183E0,9.674968719E0
6.317498408E0,-3.136404157E-1,-1.996764183E0,9.703699112E0
6.327538638E0,-3.351882398E-1,-1.991975784E0,9.734824181E0
6.337578866E0,-2.920926213E-1,-1.989581585E0,9.765948296E0
6.347649612E0,-3.351882398E-1,-1.982398987E0,9.715670586E0
6.357689840E0,-3.112462163E-1,-1.977610588E0,9.753977776E0
6.367760586E0,-3.232172430E-1,-1.953668594E0,9.775525093E0
6.377800814E0,-3.064578176E-1,-1.917755604E0,9.732429504E0
6.387871560E0,-3.112462163E-1,-1.910573006E0,9.691728592E0
6.397911789E0,-3.351882398E-1,-1.893813491E0,9.686940193E0
6.407982535E0,-3.136404157E-1,-1.903390408E0,9.773131371E0
6.418022763E0,-3.208230138E-1,-1.903390408E0,9.804255486E0
6.428093509E0,-3.208230138E-1,-1.910573006E0,9.753977776E0
6.438133737E0,-3.232172430E-1,-1.893813491E0,9.667786598E0
6.448204482E0,-3.016694188E-1,-1.867477298E0,9.591172218E0
6.458244712E0,-3.303998411E-1,-1.831564307E0,9.622296333E0
6.468315457E0,-3.040636182E-1,-1.774103403E0,9.742006302E0
6.478355686E0,-3.088520169E-1,-1.790862918E0,9.890447617E0
6.488395914E0,-3.184288144E-1,-1.776497602E0,9.864110947E0
6.498466660E0,-3.447650373E-1,-1.762132406E0,9.821015358E0
6.508506888E0,-3.112462163E-1,-1.752555609E0,9.744400978E0
6.518577634E0,-2.753331959E-1,-1.747767210E0,9.701305389E0
6.528617863E0,-2.753331959E-1,-1.721431017E0,9.646238327E0
6.538688609E0,-2.849099934E-1,-1.747767210E0,9.646238327E0
6.548728837E0,-2.753331959E-1,-1.728613615E0,9.737217903E0
6.558799583E0,-2.753331959E-1,-1.690306425E0,9.897629738E0
6.568839811E0,-2.753331959E-1,-1.668758631E0,1.004367638E1
6.578910557E0,-2.729389966E-1,-1.649604917E0,9.909601212E0
6.588950786E0,-2.968810201E-1,-1.640028119E0,9.651026726E0
6.599021532E0,-3.256114423E-1,-1.647210717E0,9.402029991E0
6.609061760E0,-2.849099934E-1,-1.623268723E0,9.409213066E0
6.619132506E0,-2.944868207E-1,-1.592144132E0,9.636661530E0
6.629172734E0,-2.537853718E-1,-1.553836942E0,9.866505623E0
6.639243480E0,-2.585737705E-1,-1.513135433E0,1.010113716E1
6.649283708E0,-2.729389966E-1,-1.479616642E0,1.014902115E1
6.659354455E0,-2.657563984E-1,-1.458068848E0,1.006043530E1
6.669394683E0,-2.753331959E-1,-1.436521053E0,9.962273598E0
6.679465429E0,-2.873041928E-1,-1.438915253E0,9.816226959E0
6.689505657E0,-2.753331959E-1,-1.429338455E0,9.753977776E0
6.699545885E0,-2.968810201E-1,-1.424550056E0,9.715670586E0
6.709616631E0,-2.968810201E-1,-1.381454349E0,9.677363396E0
6.719656860E0,-2.873041928E-1,-1.345541358E0,9.658209801E0
6.729727606E0,-2.944868207E-1,-1.328781962E0,9.696516991E0
6.739767834E0,-2.681505978E-1,-1.319205165E0,9.758766174E0
6.749838580E0,-2.944868207E-1,-1.355118155E0,9.837775230E0
6.759878808E0,-3.064578176E-1,-1.369483352E0,9.885659218E0
6.769949554E0,-2.801215947E-1,-1.391031146E0,9.880870819E0
6.779989783E0,-2.705447972E-1,-1.398213744E0,9.866505623E0
6.790060529E0,-2.633621991E-1,-1.376665950E0,9.789890289E0
6.800100757E0,-2.777273953E-1,-1.376665950E0,9.749189377E0
6.810171503E0,-2.753331959E-1,-1.386242747E0,9.742006302E0
6.820211731E0,-2.920926213E-1,-1.383848548E0,9.758766174E0
6.830282477E0,-2.849099934E-1,-1.364694953E0,9.811438560E0
6.840322705E0,-2.753331959E-1,-1.362300754E0,9.787496567E0
6.850393451E0,-2.777273953E-1,-1.319205165E0,9.768342972E0
6.860433680E0,-2.681505978E-1,-1.302445769E0,9.806650162E0
6.870504426E0,-2.394201756E-1,-1.288080573E0,9.842563629E0
6.880544654E0,-2.370259613E-1,-1.309628367E0,9.854534149E0
6.890615400E0,-3.711012602E-1,-1.027112484E0,1.026394272E1
6.900655628E0,-1.364694983E-1,-1.242590666E0,9.832986832E0
6.910726374E0,-3.902548850E-1,-1.355118155E0,9.593565941E0
6.920766603E0,-1.987187415E-1,-1.235408068E0,9.751583099E0
6.930837349E0,-2.442085743E-1,-1.187524080E0,9.861717224E0
6.940877577E0,-3.064578176E-1,-1.194706678E0,9.859322548E0
6.950948323E0,-3.160346150E-1,-1.165976286E0,9.878476143E0
6.960988551E0,-3.088520169E-1,-1.130063176E0,9.911994934E0
6.971059297E0,-2.777273953E-1,-1.132457376E0,9.928754807E0
6.981099525E0,-2.801215947E-1,-1.137245774E0,9.878476143E0
6.991139754E0,-2.681505978E-1,-1.134851575E0,9.821015358E0
7.001210500E0,-2.681505978E-1,-1.101332784E0,9.782708168E0
7.011250728E0,-2.681505978E-1,-1.091755986E0,9.828198433E0
7.021321474E0,-2.896983922E-1,-1.091755986E0,9.844957352E0
7.031361702E0,-3.040636182E-1,-1.113303781E0,9.844957352E0
7.041432448E0,-2.992752194E-1,-1.108515382E0,9.854534149E0
7.051472677E0,-2.968810201E-1,-1.082179189E0,9.842563629E0
7.061543423E0,-3.088520169E-1,-1.053448796E0,9.835380554E0
7.071583651E0,-2.920926213E-1,-1.012747288E0,9.823410034E0
7.081654397E0,-2.585737705E-1,-1.070208192E0,9.818621635E0
7.091694625E0,-2.920926213E-1,-1.043871999E0,9.830592155E0
7.101765371E0,-2.873041928E-1,-9.888052940E-1,9.840168953E0
7.111805599E0,-2.896983922E-1,-1.022324085E0,9.842563629E0
7.121876346E0,-2.753331959E-1,-1.039083481E0,9.892841339E0
7.131916574E0,-2.753331959E-1,-1.060631394E0,9.888052940E0
7.141987320E0,-2.992752194E-1,-1.055842996E0,9.883264542E0
7.152027548E0,-2.777273953E-1,-1.015141487E0,9.868899345E0
7.162067776E0,-2.370259613E-1,-9.840168953E-1,9.825803757E0
7.172138522E0,-2.801215947E-1,-1.017535686E0,9.811438560E0
7.182178751E0,-2.418143749E-1,-1.012747288E0,9.852140427E0
7.192249497E0,-2.705447972E-1,-9.600749016E-1,9.883264542E0
7.202289725E0,-2.370259613E-1,-9.193734527E-1,9.847352028E0
7.212360471E0,-2.322375625E-1,-9.696516991E-1,9.890447617E0
7.222400699E0,-2.896983922E-1,-9.576807022E-1,9.780313492E0
7.232471445E0,-2.466027737E-1,-9.552865028E-1,9.804255486E0
7.242511673E0,-3.088520169E-1,-9.313444495E-1,9.789890289E0
7.252582420E0,-2.585737705E-1,-9.145850539E-1,9.818621635E0
7.262622648E0,-2.896983922E-1,-9.217676520E-1,9.892841339E0
7.272693394E0,-2.968810201E-1,-8.858546019E-1,9.840168953E0
7.282733622E0,-2.705447972E-1,-8.906430602E-1,9.904812813E0
7.292773850E0,-2.825157940E-1,-8.906430602E-1,9.864110947E0
7.302844596E0,-3.136404157E-1,-8.762778044E-1,9.864110947E0
7.312884825E0,-3.040636182E-1,-8.667010069E-1,9.878476143E0
7.322955571E0,-2.825157940E-1,-8.403648138E-1,9.900024414E0
7.332995799E0,-2.896983922E-1,-8.164227605E-1,9.842563629E0
7.343066545E0,-2.849099934E-1,-8.451532125E-1,9.847352028E0
7.353106773E0,-2.801215947E-1,-8.403648138E-1,9.830592155E0
7.363177324E0,-2.968810201E-1,-8.188169599E-1,9.878476143E0
7.373217552E0,-2.920926213E-1,-7.661445141E-1,9.923966408E0
7.383288298E0,-2.944868207E-1,-7.541735172E-1,9.979032516E0
7.393328527E0,-2.825157940E-1,-7.374141216E-1,9.971850395E0
7.403368755E0,-2.705447972E-1,-7.254431248E-1,9.921571732E0
7.413439501E0,-2.777273953E-1,-7.062895298E-1,9.873687744E0
7.423479729E0,-2.825157940E-1,-7.182605267E-1,9.962273598E0
7.433550475E0,-2.825157940E-1,-7.062895298E-1,9.991003990E0
7.443590703E0,-2.944868207E-1,-6.967126727E-1,9.947908401E0
7.453661449E0,-3.327940404E-1,-7.302315235E-1,9.983820915E0
7.463701677E0,-3.639186621E-1,-7.493851185E-1,1.015380955E1
7.473772424E0,-3.543418646E-1,-7.086837292E-1,1.034774017E1
7.483812652E0,-3.351882398E-1,-6.919242740E-1,1.022563553E1
7.493883398E0,-3.064578176E-1,-7.062895298E-1,9.777919769E0
7.503923626E0,-2.873041928E-1,-7.661445141E-1,9.246406555E0
7.513963854E0,-2.011129409E-1,-8.882488012E-1,9.045293808E0
7.524034600E0,-2.896983922E-1,-9.696516991E-1,9.155426979E0
7.534074828E0,-3.375824392E-1,-9.504981041E-1,9.473855972E0
7.544145574E0,-2.226607651E-1,-9.552865028E-1,9.883264542E0
7.554185803E0,-2.178723514E-1,-9.983820915E-1,1.010831928E1
7.564256549E0,-2.968810201E-1,-1.053448796E0,1.017775154E1
7.574296777E0,-3.399766386E-1,-1.168370485E0,1.013704967E1
7.584367523E0,-3.519476354E-1,-1.223437071E0,1.001733971E1
7.594407751E0,-3.711012602E-1,-1.268926859E0,9.880870819E0
7.604478497E0,-3.758896589E-1,-1.295263171E0,9.792284966E0
7.614518725E0,-3.399766386E-1,-1.302445769E0,9.770736694E0
